X,Y
-121.75722705,38.53570948
-121.75722563,38.53568093
-121.75722403,38.53564995
-121.75722214,38.53561559
-121.75721743,38.5355811
-121.75721101,38.53554277
-121.75720503,38.5355029
-121.75720184,38.53546207
-121.75720383,38.53542299
-121.75721726,38.53538456
-121.75724325,38.5353518
-121.75727378,38.53532205
-121.75730742,38.53529726
-121.75734393,38.53527793
-121.75738425,38.53526263
-121.75741429,38.53525544
-121.75744266,38.53524967
-121.75746775,38.53524541
-121.75749073,38.53524232
-121.75751617,38.53523919
-121.75753789,38.53523735
-121.75755904,38.53523707
-121.75758162,38.53523855
-121.75760307,38.53523924
-121.75762393,38.53523826
-121.75764456,38.53523432
-121.75766454,38.53522723
-121.75768302,38.5352157
-121.75769117,38.53520337
-121.75769925,38.53518578
-121.75770558,38.53516516
-121.75771344,38.53515123
-121.75772186,38.53513986
-121.75772796,38.53513083
-121.75773279,38.53512242
-121.75773565,38.5351097
-121.75773656,38.53509419
-121.75773487,38.53507433
-121.75773195,38.53505252
-121.7577303,38.53503053
-121.75773337,38.53500902
-121.75774106,38.53498661
-121.75775333,38.53496747
-121.75777261,38.5349483
-121.75779565,38.53493175
-121.75782069,38.53491933
-121.75784963,38.53490923
-121.7578817,38.53489972
-121.75791581,38.53489725
-121.7579507,38.53489612
-121.75798783,38.53489558
-121.7580286,38.53489464
-121.75806489,38.53489249
-121.75809431,38.53489065
-121.75811827,38.53488931
-121.75813748,38.53488751
-121.75815172,38.53488601
-121.75816206,38.53488468
-121.75816975,38.5348858
-121.75817481,38.53488974
-121.75817754,38.53489529
-121.75818029,38.53489754
-121.7581802,38.53489747
-121.75817984,38.53489664
-121.75818031,38.53489636
-121.75817224,38.53489388
-121.75816463,38.53488388
-121.75815951,38.53487146
-121.75815447,38.53486121
-121.75814842,38.53485312
-121.75813281,38.53484797
-121.7581106,38.5348511
-121.75808247,38.5348599
-121.75805557,38.53487648
-121.7580333,38.53489992
-121.75801431,38.53493005
-121.75799651,38.53496821
-121.75798156,38.53501389
-121.75797201,38.5350621
-121.75796522,38.53511201
-121.75795569,38.53516694
-121.75794515,38.53522346
-121.75793651,38.5352565
-121.75793086,38.5352873
-121.75792621,38.53531781
-121.75792645,38.53535419
-121.75792814,38.53538248
-121.75792904,38.53541077
-121.75792701,38.53544323
-121.7579236,38.53547319
-121.75791784,38.53550755
